RowId,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN,Hour,DayOfWeek,Month,Is_Weekend,Is_Rush_Hour
6110,High,40.1,54.0,74.9,LIGHT,16.0,1012.0,100.0,7.0,sem observação,chuva fraca,15,3,5,0,0
6111,Low,46.1,10.3,77.1,DARK,14.0,1020.0,100.0,3.0,nuvens dispersas,sem chuva,2,1,9,0,0
6112,Low,42.9,17.2,80.4,LIGHT,27.0,1018.0,48.0,2.0,céu pouco nublado,sem chuva,13,6,9,1,0
6113,High,36.3,121.5,84.6,LIGHT,16.0,1016.0,51.0,4.0,sem observação,sem chuva,10,2,6,0,0
6114,High,40.3,23.8,83.7,LIGHT,17.0,1015.0,100.0,7.0,sem observação,sem chuva,9,4,7,0,1
6115,Low,34.5,6.3,86.8,DARK,23.0,1012.0,56.0,3.0,céu claro,sem chuva,20,4,9,0,0
6116,Low,41.7,8.1,89.3,DARK,17.0,1018.0,88.0,2.0,céu claro,sem chuva,22,4,8,0,0
6117,Medium,40.4,38.4,89.8,LIGHT,13.0,1008.0,62.0,2.0,nuvens quebrados,sem chuva,15,0,10,0,0
6118,Medium,45.3,19.0,84.6,DARK,19.0,1017.0,88.0,1.0,nuvens quebrados,sem chuva,21,0,8,0,0
6119,Medium,46.9,24.0,85.1,LIGHT,22.0,1019.0,82.0,3.0,sem observação,sem chuva,11,5,8,1,0
6120,Very_High,42.0,106.2,70.7,LIGHT,18.0,1012.0,93.0,4.0,nuvens quebradas,sem chuva,8,2,7,0,1
6121,Very_High,46.3,188.4,73.6,DARK,15.0,1000.0,87.0,0.0,sem observação,chuva fraca,17,6,11,1,1
6122,Low,40.4,13.4,83.8,DARK,18.0,1021.0,93.0,3.0,algumas nuvens,sem chuva,20,2,9,0,0
6123,None_Existent,41.2,1.9,87.3,DARK,10.0,1023.0,50.0,5.0,céu claro,sem chuva,1,4,2,0,0
6124,Low,40.8,12.9,78.4,DARK,17.0,1019.0,88.0,2.0,algumas nuvens,sem chuva,19,6,10,1,1
6125,High,36.5,57.8,74.9,LIGHT,23.0,1016.0,64.0,3.0,céu pouco nublado,sem chuva,15,1,6,0,0
6126,Low,44.0,8.8,80.9,DARK,17.0,1017.0,59.0,2.0,céu claro,sem chuva,18,6,10,1,1
6127,Medium,32.9,21.4,97.2,LIGHT,22.0,1015.0,94.0,5.0,nuvens dispersas,sem chuva,13,5,7,1,0
6128,Medium,34.2,56.9,92.5,LIGHT,19.0,1020.0,77.0,6.0,céu claro,sem chuva,17,2,8,0,1
6129,Medium,38.2,23.3,88.4,LIGHT,22.0,1016.0,31.0,5.0,céu claro,sem chuva,13,0,10,0,0
6130,None_Existent,41.9,0.0,73.2,DARK,7.0,1028.0,93.0,1.0,sem observação,sem chuva,5,5,4,1,0
6131,High,42.0,45.7,77.8,LIGHT,17.0,1016.0,100.0,2.0,sem observação,sem chuva,9,1,7,0,1
6132,Very_High,44.1,113.9,83.9,LIGHT,10.0,1025.0,71.0,3.0,céu claro,sem chuva,8,1,2,0,1
6133,Low,31.8,16.8,94.6,LIGHT,14.0,1021.0,71.0,7.0,tempo nublado,sem chuva,15,5,2,1,0
6134,High,44.5,56.1,88.9,LIGHT,22.0,1021.0,43.0,4.0,céu claro,sem chuva,10,0,10,0,0
6135,None_Existent,41.4,0.0,88.6,DARK,11.0,1020.0,76.0,2.0,sem observação,chuva fraca,5,0,3,0,0
6136,High,40.2,70.4,80.4,LIGHT,9.0,1028.0,100.0,3.0,sem observação,sem chuva,9,4,3,0,1
6137,None_Existent,36.9,11.2,92.4,DARK,17.0,1016.0,100.0,1.0,céu pouco nublado,sem chuva,1,6,7,1,0
6138,None_Existent,42.1,0.0,75.0,DARK,11.0,1018.0,71.0,9.0,nuvens quebrados,sem chuva,1,3,11,0,0
6139,High,39.3,46.0,91.0,DARK,12.0,1025.0,87.0,1.0,nuvens dispersas,sem chuva,18,3,2,0,1
6140,Medium,31.4,29.6,84.0,LIGHT,13.0,1003.0,100.0,6.0,sem observação,chuva fraca,12,3,1,0,0
6141,Low,34.7,6.6,74.2,DARK,10.0,1003.0,81.0,4.0,céu pouco nublado,sem chuva,21,2,4,0,0
6142,None_Existent,39.1,0.0,86.2,LIGHT,0.0,1029.0,87.0,1.0,nuvens quebrados,sem chuva,9,6,2,1,1
6143,High,37.2,88.6,96.4,LIGHT,25.0,1014.0,78.0,2.0,céu pouco nublado,sem chuva,16,2,7,0,0
6144,Low,42.8,3.9,90.2,DARK,13.0,1019.0,100.0,1.0,sem observação,sem chuva,6,0,10,0,0
6145,Low,37.4,14.3,93.8,LIGHT,15.0,1019.0,93.0,1.0,céu claro,sem chuva,9,3,8,0,1
6146,High,34.7,240.3,94.0,LOW_LIGHT,18.0,1029.0,52.0,0.0,céu claro,sem chuva,18,5,2,1,1
6147,None_Existent,44.0,0.0,81.4,DARK,13.0,1016.0,100.0,0.0,algumas nuvens,sem chuva,1,5,10,1,0
6148,None_Existent,37.8,1.7,87.8,DARK,20.0,1017.0,77.0,4.0,céu claro,sem chuva,23,4,10,0,0
6149,Low,46.9,1.3,71.8,DARK,10.0,1010.0,87.0,7.0,sem observação,chuva moderada,5,3,11,0,0
6150,Medium,40.0,38.5,83.5,LIGHT,31.0,1019.0,34.0,2.0,sem observação,sem chuva,15,1,9,0,0
6151,None_Existent,45.4,0.0,79.3,DARK,16.0,1017.0,100.0,1.0,sem observação,chuva fraca,5,0,9,0,0
6152,None_Existent,46.4,0.0,79.9,DARK,17.0,1014.0,72.0,0.0,céu claro,sem chuva,5,5,9,1,0
6153,None_Existent,35.7,3.5,85.2,DARK,20.0,1016.0,93.0,2.0,sem observação,sem chuva,0,2,7,0,0
6154,None_Existent,40.0,0.0,87.9,DARK,15.0,1019.0,100.0,0.0,céu claro,sem chuva,4,2,9,0,0
6155,Low,49.6,5.4,72.5,DARK,9.0,1020.0,93.0,2.0,algumas nuvens,sem chuva,6,6,1,1,0
6156,None_Existent,40.4,0.0,66.1,LIGHT,16.0,1017.0,93.0,1.0,céu pouco nublado,sem chuva,8,6,6,1,1
6157,Medium,38.0,35.5,79.2,LIGHT,15.0,1020.0,71.0,7.0,nuvens dispersas,sem chuva,16,2,11,0,0
6158,Low,48.2,3.6,77.6,DARK,18.0,1023.0,72.0,2.0,sem observação,sem chuva,0,4,9,0,0
6159,None_Existent,43.0,0.0,70.2,DARK,12.0,1016.0,76.0,6.0,nuvens quebradas,sem chuva,23,3,5,0,0
6160,None_Existent,43.3,0.0,70.4,LIGHT,15.0,1017.0,100.0,1.0,sem observação,sem chuva,7,6,6,1,1
6161,Medium,40.0,37.8,88.8,LIGHT,20.0,1018.0,64.0,3.0,céu claro,sem chuva,10,4,8,0,0
6162,Medium,38.0,25.2,79.1,LIGHT,20.0,1013.0,64.0,2.0,céu claro,sem chuva,15,4,11,0,0
6163,Low,43.8,15.9,91.1,DARK,19.0,1015.0,82.0,2.0,céu claro,sem chuva,21,1,8,0,0
6164,Medium,34.4,13.3,72.1,DARK,20.0,1018.0,72.0,0.0,sem observação,sem chuva,22,5,6,1,0
6165,Very_High,42.6,88.3,78.9,LIGHT,15.0,1025.0,51.0,4.0,céu claro,sem chuva,10,1,2,0,0
6166,Low,41.9,2.7,87.0,DARK,15.0,1020.0,82.0,2.0,céu claro,sem chuva,3,0,10,0,0
6167,None_Existent,37.8,0.0,90.7,DARK,18.0,1017.0,93.0,1.0,sem observação,sem chuva,0,4,7,0,0
6168,None_Existent,35.0,8.6,86.1,DARK,15.0,1014.0,87.0,6.0,nuvens quebrados,sem chuva,20,2,10,0,0
6169,Low,37.1,10.0,68.5,DARK,10.0,1016.0,87.0,1.0,sem observação,aguaceiros fracos,5,5,5,1,0
6170,High,37.7,64.8,89.4,LIGHT,23.0,1013.0,64.0,4.0,céu claro,sem chuva,12,5,10,1,0
6171,High,38.6,38.9,92.8,LIGHT,16.0,1015.0,100.0,2.0,nublado,sem chuva,8,2,7,0,1
6172,None_Existent,42.7,1.4,83.5,DARK,15.0,1022.0,87.0,2.0,céu claro,sem chuva,23,3,8,0,0
6173,None_Existent,47.1,0.0,85.4,DARK,17.0,1016.0,93.0,0.0,nuvens quebrados,sem chuva,2,4,7,0,0
6174,Low,51.2,1.2,78.4,DARK,7.0,1013.0,75.0,3.0,algumas nuvens,sem chuva,5,5,2,1,0
6175,None_Existent,36.8,6.8,92.1,DARK,17.0,1013.0,100.0,8.0,sem observação,sem chuva,4,4,7,0,0
6176,Low,47.4,1.3,79.8,DARK,7.0,1016.0,100.0,1.0,nuvens quebrados,sem chuva,5,2,1,0,0
6177,Low,44.7,4.7,82.6,DARK,18.0,1018.0,82.0,2.0,céu claro,sem chuva,21,4,8,0,0
6178,Medium,39.6,34.1,89.6,LIGHT,20.0,1021.0,64.0,5.0,algumas nuvens,sem chuva,14,2,8,0,0
6179,None_Existent,43.7,2.4,77.8,DARK,18.0,1019.0,88.0,1.0,sem observação,sem chuva,6,6,9,1,0
6180,None_Existent,43.0,5.0,86.6,LOW_LIGHT,16.0,1017.0,100.0,1.0,sem observação,sem chuva,6,4,7,0,0
6181,Medium,47.1,12.7,75.6,DARK,6.0,1021.0,93.0,0.0,céu claro,sem chuva,7,1,12,0,1
6182,None_Existent,38.3,2.6,75.0,DARK,10.0,1010.0,93.0,3.0,sem observação,chuva,0,3,11,0,0
6183,Low,36.1,5.1,68.4,DARK,17.0,1019.0,87.0,7.0,sem observação,sem chuva,21,6,5,1,0
6184,None_Existent,47.4,0.0,73.4,DARK,12.0,1018.0,100.0,5.0,sem observação,chuva fraca,5,3,1,0,0
6185,High,35.2,53.5,81.6,LIGHT,15.0,1016.0,67.0,5.0,nuvens dispersas,sem chuva,15,5,5,1,0
6186,Low,35.9,4.3,61.5,LOW_LIGHT,21.0,1017.0,82.0,2.0,sem observação,sem chuva,20,0,7,0,0
6187,None_Existent,38.4,1.4,83.7,DARK,20.0,1021.0,72.0,4.0,céu claro,sem chuva,20,0,9,0,0
6188,None_Existent,43.3,1.4,88.9,LIGHT,16.0,1018.0,100.0,1.0,sem observação,sem chuva,9,6,8,1,1
6189,None_Existent,40.0,1.0,88.3,LIGHT,14.0,1017.0,100.0,1.0,sem observação,sem chuva,8,5,9,1,1
6190,Low,38.3,19.0,81.5,DARK,20.0,1020.0,77.0,1.0,nuvens quebradas,sem chuva,19,6,9,1,1
6191,None_Existent,37.2,3.0,94.5,DARK,10.0,1028.0,76.0,0.0,céu claro,sem chuva,1,6,2,1,0
6192,Low,37.0,9.4,91.7,LIGHT,33.0,1016.0,49.0,3.0,céu claro,sem chuva,16,5,8,1,0
6193,Medium,36.7,53.6,79.8,LIGHT,10.0,1019.0,93.0,3.0,nuvens quebrados,sem chuva,12,2,1,0,0
6194,None_Existent,37.9,0.0,66.2,DARK,15.0,1017.0,100.0,1.0,sem observação,sem chuva,5,6,6,1,0
6195,High,42.5,37.0,87.4,LIGHT,23.0,1015.0,50.0,6.0,céu claro,sem chuva,18,4,8,0,1
6196,None_Existent,42.1,0.0,87.0,LIGHT,18.0,1016.0,93.0,5.0,tempo nublado,sem chuva,6,1,8,0,0
6197,Medium,32.4,22.7,72.8,LIGHT,10.0,1026.0,71.0,4.0,céu claro,sem chuva,12,0,1,0,0
6198,None_Existent,41.5,0.0,76.3,DARK,13.0,1007.0,93.0,4.0,céu limpo,sem chuva,1,0,4,0,0
6199,High,32.2,48.4,74.7,LIGHT,15.0,1017.0,77.0,6.0,nuvens dispersas,sem chuva,16,3,1,0,0
6200,High,40.5,67.3,87.8,LIGHT,25.0,1018.0,33.0,3.0,céu claro,sem chuva,14,3,10,0,0
6201,Low,37.6,5.2,88.8,DARK,18.0,1014.0,93.0,1.0,sem observação,sem chuva,1,2,7,0,0
6202,None_Existent,45.9,1.1,82.7,DARK,14.0,1017.0,93.0,0.0,céu claro,sem chuva,2,2,8,0,0
6203,Medium,35.1,47.0,82.7,LIGHT,18.0,1022.0,77.0,3.0,nuvens dispersas,sem chuva,12,5,6,1,0
6204,High,40.7,60.3,78.4,LIGHT,10.0,1022.0,93.0,2.0,céu limpo,sem chuva,8,3,4,0,1
6205,Low,35.7,8.0,65.6,DARK,16.0,1016.0,100.0,1.0,sem observação,sem chuva,2,6,6,1,0
6206,Medium,39.1,17.8,70.5,DARK,16.0,1015.0,87.0,5.0,sem observação,sem chuva,20,1,4,0,0
6207,High,42.0,43.1,74.0,LIGHT,13.0,1006.0,87.0,5.0,sem observação,chuva moderada,16,2,4,0,0
6208,None_Existent,40.0,0.0,67.2,DARK,14.0,1015.0,100.0,1.0,sem observação,sem chuva,3,1,6,0,0
6209,Medium,42.5,13.5,69.9,DARK,20.0,1017.0,88.0,2.0,sem observação,sem chuva,21,2,8,0,0
6210,None_Existent,39.2,2.9,92.1,DARK,12.0,1028.0,81.0,3.0,céu claro,sem chuva,1,5,2,1,0
6211,High,44.4,26.7,86.5,LIGHT,17.0,1015.0,93.0,2.0,sem observação,sem chuva,8,3,9,0,1
6212,Medium,41.7,17.2,83.1,DARK,12.0,1008.0,100.0,3.0,sem observação,sem chuva,20,5,1,1,0
6213,None_Existent,42.5,0.0,87.4,DARK,16.0,1018.0,100.0,4.0,sem observação,sem chuva,4,5,9,1,0
6214,Low,37.8,8.4,85.1,DARK,20.0,1014.0,77.0,1.0,céu claro,sem chuva,22,1,8,0,0
6215,None_Existent,54.5,0.0,73.5,DARK,15.0,1019.0,100.0,1.0,sem observação,sem chuva,2,4,8,0,0
6216,Medium,37.5,19.3,82.2,LIGHT,19.0,1013.0,88.0,1.0,céu pouco nublado,sem chuva,19,6,6,1,1
6217,Low,49.8,6.4,69.9,DARK,20.0,1016.0,82.0,2.0,sem observação,sem chuva,0,4,8,0,0
6218,None_Existent,44.7,2.0,84.1,DARK,17.0,1024.0,55.0,3.0,sem observação,sem chuva,5,3,9,0,0
6219,None_Existent,36.2,1.4,63.3,DARK,12.0,1020.0,93.0,1.0,céu limpo,sem chuva,21,4,4,0,0
6220,None_Existent,45.3,1.3,84.6,DARK,18.0,1017.0,100.0,4.0,tempo nublado,sem chuva,1,1,8,0,0
6221,Very_High,41.7,72.0,74.7,LIGHT,13.0,1007.0,87.0,6.0,nuvens quebradas,sem chuva,18,2,4,0,1
6222,Medium,33.2,19.4,76.9,DARK,18.0,1021.0,68.0,4.0,sem observação,sem chuva,20,5,5,1,0
6223,None_Existent,39.3,2.8,77.9,DARK,16.0,1016.0,100.0,1.0,sem observação,sem chuva,23,0,6,0,0
6224,None_Existent,42.1,0.0,75.5,DARK,7.0,1025.0,93.0,1.0,céu claro,sem chuva,23,0,1,0,0
6225,Low,37.4,7.5,75.6,LIGHT,20.0,1015.0,82.0,3.0,céu pouco nublado,sem chuva,12,0,6,0,0
6226,High,40.9,48.7,90.9,LOW_LIGHT,14.0,1025.0,82.0,1.0,céu claro,sem chuva,18,3,2,0,1
6227,None_Existent,42.8,2.2,70.4,LOW_LIGHT,19.0,1018.0,88.0,3.0,sem observação,sem chuva,20,6,6,1,0
6228,Medium,41.4,34.2,93.2,LOW_LIGHT,14.0,1022.0,62.0,3.0,céu claro,sem chuva,18,2,2,0,1
6229,None_Existent,37.8,0.0,86.6,DARK,13.0,1020.0,93.0,3.0,sem observação,aguaceiros fracos,23,6,3,1,0
6230,Medium,41.1,34.7,82.2,LIGHT,19.0,1021.0,77.0,6.0,céu pouco nublado,sem chuva,11,0,9,0,0
6231,Medium,44.4,26.4,83.8,LIGHT,22.0,1018.0,77.0,5.0,sem observação,sem chuva,18,5,8,1,1
6232,High,41.3,45.1,88.4,LIGHT,15.0,1020.0,100.0,1.0,céu claro,sem chuva,8,2,9,0,1
6233,None_Existent,45.7,1.0,86.1,DARK,15.0,1020.0,100.0,0.0,sem observação,sem chuva,0,0,10,0,0
6234,Very_High,43.2,84.9,73.4,LIGHT,11.0,1012.0,87.0,6.0,sem observação,chuva moderada,10,3,11,0,0
6235,Very_High,47.4,114.8,66.4,LIGHT,12.0,1017.0,76.0,3.0,sem observação,chuva fraca,8,4,6,0,1
6236,High,41.4,22.0,76.6,LIGHT,14.0,1006.0,67.0,4.0,nuvens quebradas,sem chuva,8,2,4,0,1
6237,Medium,38.5,28.6,85.5,LIGHT,20.0,1020.0,88.0,1.0,céu pouco nublado,sem chuva,11,3,8,0,0
6238,None_Existent,41.4,0.0,89.1,DARK,12.0,1024.0,81.0,2.0,céu claro,sem chuva,3,2,2,0,0
6239,Medium,39.0,32.4,90.1,LIGHT,21.0,1015.0,88.0,2.0,nuvens quebrados,sem chuva,14,2,7,0,0
6240,None_Existent,41.9,0.0,74.2,DARK,14.0,1019.0,93.0,2.0,sem observação,chuva fraca,0,0,4,0,0
6241,Medium,41.3,29.1,78.2,LIGHT,24.0,1014.0,73.0,2.0,sem observação,sem chuva,11,0,8,0,0
6242,Low,38.9,6.1,63.7,DARK,17.0,1017.0,88.0,6.0,sem observação,sem chuva,21,5,6,1,0
6243,Medium,45.5,6.7,72.5,LIGHT,16.0,1016.0,100.0,2.0,sem observação,sem chuva,6,1,7,0,0
6244,High,41.9,54.2,87.0,LIGHT,25.0,1012.0,44.0,5.0,algumas nuvens,sem chuva,17,4,9,0,1
6245,None_Existent,40.1,0.0,66.9,DARK,15.0,1013.0,100.0,6.0,sem observação,chuva fraca,23,3,5,0,0
6246,Medium,35.0,28.4,85.9,LIGHT,19.0,1022.0,52.0,3.0,sem observação,sem chuva,9,5,5,1,1
6247,None_Existent,44.9,0.0,82.0,DARK,5.0,1023.0,100.0,0.0,sem observação,sem chuva,4,1,11,0,0
6248,High,37.3,38.7,88.8,LIGHT,12.0,1017.0,71.0,7.0,nuvens dispersas,sem chuva,17,1,1,0,1
6249,None_Existent,41.6,0.0,87.0,DARK,6.0,1021.0,93.0,1.0,céu claro,sem chuva,1,1,2,0,0
6250,Low,45.1,1.2,82.5,DARK,12.0,1011.0,81.0,3.0,sem observação,chuva,0,1,11,0,0
6251,Medium,42.4,32.5,86.6,LIGHT,28.0,1016.0,42.0,5.0,céu claro,sem chuva,16,5,8,1,0
6252,None_Existent,44.0,0.6,69.3,DARK,10.0,1012.0,93.0,4.0,sem observação,chuva moderada,23,3,11,0,0
6253,Medium,41.6,25.2,88.4,LIGHT,27.0,1018.0,47.0,4.0,sem observação,sem chuva,13,2,8,0,0
6254,Low,45.4,9.8,83.3,DARK,23.0,1020.0,36.0,3.0,nuvens dispersas,sem chuva,1,5,9,1,0
6255,Medium,36.5,79.1,86.3,LIGHT,21.0,1015.0,93.0,3.0,nublado,sem chuva,11,2,7,0,0
6256,None_Existent,40.8,2.8,82.4,DARK,18.0,1014.0,68.0,4.0,céu claro,sem chuva,20,5,8,1,0
6257,Low,38.2,11.6,87.2,LIGHT,28.0,1013.0,69.0,3.0,sem observação,sem chuva,19,3,7,0,1
6258,Medium,45.1,8.6,72.4,DARK,14.0,1005.0,93.0,13.0,sem observação,chuva fraca,20,1,11,0,0
6259,None_Existent,44.7,3.0,85.2,DARK,20.0,1018.0,93.0,2.0,nuvens quebrados,sem chuva,2,1,7,0,0
6260,None_Existent,48.1,3.7,76.4,DARK,7.0,1022.0,93.0,0.0,céu claro,sem chuva,23,0,11,0,0
6261,Low,41.0,8.5,80.8,DARK,17.0,1021.0,88.0,3.0,nuvens dispersas,sem chuva,20,1,9,0,0
6262,Medium,40.4,27.5,87.4,LIGHT,16.0,1017.0,100.0,2.0,sem observação,sem chuva,11,0,9,0,0
6263,Low,34.9,14.2,91.7,LIGHT,20.0,1016.0,68.0,2.0,céu claro,sem chuva,11,6,8,1,0
6264,None_Existent,46.2,2.1,73.8,DARK,21.0,1024.0,63.0,1.0,sem observação,sem chuva,22,3,9,0,0
6265,Medium,33.0,26.8,86.9,LIGHT,16.0,1018.0,87.0,8.0,nuvens dispersas,sem chuva,19,0,4,0,1
6266,None_Existent,44.9,0.9,67.9,DARK,10.0,1020.0,93.0,1.0,tempo nublado,sem chuva,3,6,1,1,0
6267,None_Existent,47.6,1.2,86.9,DARK,17.0,1020.0,93.0,1.0,nuvens quebrados,sem chuva,3,4,9,0,0
6268,None_Existent,46.6,1.4,70.5,DARK,18.0,1018.0,93.0,1.0,sem observação,sem chuva,1,0,9,0,0
6269,Very_High,43.2,116.6,81.1,LIGHT,9.0,1020.0,76.0,2.0,sem observação,sem chuva,8,3,10,0,1
6270,High,45.8,37.6,74.3,DARK,23.0,1014.0,64.0,2.0,sem observação,sem chuva,21,2,7,0,0
6271,Low,51.6,2.2,79.1,DARK,5.0,1010.0,86.0,2.0,céu claro,sem chuva,5,6,10,1,0
6272,None_Existent,38.9,1.3,84.8,DARK,20.0,1018.0,88.0,1.0,sem observação,sem chuva,22,6,7,1,0
6273,None_Existent,38.3,0.8,64.3,LIGHT,7.0,1015.0,100.0,1.0,sem observação,sem chuva,6,6,5,1,0
6274,High,37.6,127.3,90.4,LIGHT,21.0,1021.0,77.0,3.0,céu claro,sem chuva,18,2,9,0,1
6275,Low,37.7,13.6,86.0,LIGHT,34.0,1016.0,23.0,4.0,céu claro,sem chuva,13,0,8,0,0
6276,Low,36.5,23.8,82.9,DARK,17.0,1020.0,77.0,3.0,sem observação,sem chuva,1,6,5,1,0
6277,Medium,36.7,34.5,73.6,LIGHT,12.0,1004.0,76.0,1.0,céu claro,sem chuva,16,0,11,0,0
6278,Medium,41.3,16.8,79.7,LIGHT,14.0,1017.0,100.0,1.0,sem observação,sem chuva,7,0,8,0,1
6279,None_Existent,36.9,0.0,68.2,DARK,5.0,1024.0,100.0,1.0,céu claro,sem chuva,2,0,1,0,0
6280,Low,45.3,1.4,81.0,LOW_LIGHT,11.0,1021.0,76.0,1.0,sem observação,chuva fraca,7,0,3,0,1
6281,None_Existent,39.4,4.4,89.1,LIGHT,18.0,1016.0,82.0,2.0,nuvens dispersas,sem chuva,7,5,7,1,1
6282,High,38.2,40.3,67.3,LIGHT,10.0,1023.0,93.0,1.0,nuvens quebrados,sem chuva,10,1,1,0,0
6283,Low,33.6,11.7,74.6,LIGHT,17.0,1013.0,93.0,2.0,sem observação,sem chuva,12,6,6,1,0
6284,None_Existent,45.1,0.0,85.3,DARK,14.0,1012.0,93.0,2.0,nuvens quebrados,sem chuva,0,3,10,0,0
6285,Low,46.2,4.9,66.5,DARK,19.0,1017.0,82.0,1.0,sem observação,sem chuva,21,0,7,0,0
6286,None_Existent,50.4,1.9,72.8,DARK,18.0,1012.0,88.0,3.0,sem observação,chuva fraca,0,0,8,0,0
6287,High,31.6,66.6,82.7,LIGHT,15.0,1023.0,87.0,6.0,nuvens quebrados,sem chuva,16,6,12,1,0
6288,Low,46.8,3.5,79.2,DARK,17.0,1017.0,100.0,5.0,sem observação,sem chuva,1,4,7,0,0
6289,None_Existent,42.0,0.0,82.5,DARK,18.0,1005.0,77.0,7.0,nuvens quebrados,sem chuva,22,2,10,0,0
6290,High,38.9,38.5,72.2,LIGHT,16.0,1015.0,68.0,5.0,nuvens dispersas,sem chuva,10,3,11,0,0
6291,Medium,40.4,24.6,93.3,LIGHT,23.0,1015.0,69.0,4.0,céu claro,sem chuva,11,5,9,1,0
6292,Medium,43.2,25.4,86.7,LIGHT,20.0,1019.0,93.0,2.0,nuvens quebradas,sem chuva,10,5,8,1,0
6293,High,42.3,48.0,82.7,LIGHT,19.0,1020.0,88.0,2.0,algumas nuvens,sem chuva,17,3,9,0,1
6294,None_Existent,41.4,4.4,85.1,DARK,19.0,1012.0,72.0,2.0,céu claro,sem chuva,0,5,9,1,0
6295,None_Existent,37.9,2.6,83.6,DARK,7.0,1017.0,93.0,0.0,algumas nuvens,sem chuva,3,2,1,0,0
6296,Low,32.8,10.8,84.8,LIGHT,12.0,1014.0,87.0,3.0,sem observação,chuva fraca,9,4,4,0,1
6297,None_Existent,38.1,1.4,63.1,DARK,12.0,1022.0,100.0,2.0,nuvens quebradas,sem chuva,5,5,5,1,0
6298,None_Existent,39.1,3.4,94.9,DARK,18.0,1015.0,100.0,11.0,céu pouco nublado,sem chuva,0,1,7,0,0
6299,None_Existent,54.2,1.6,72.8,DARK,13.0,1007.0,100.0,4.0,sem observação,chuva leve,23,2,1,0,0
6300,None_Existent,38.1,6.1,89.9,DARK,19.0,1012.0,82.0,0.0,céu claro,sem chuva,22,6,9,1,0
6301,Low,37.8,3.9,64.5,DARK,14.0,1020.0,67.0,3.0,sem observação,sem chuva,4,5,5,1,0
6302,High,42.0,54.0,74.1,LIGHT,17.0,1012.0,63.0,2.0,céu limpo,sem chuva,17,1,4,0,1
6303,Medium,39.5,24.5,93.8,LIGHT,20.0,1016.0,88.0,5.0,sem observação,sem chuva,12,6,8,1,0
6304,Low,41.7,0.7,80.6,DARK,11.0,1018.0,93.0,0.0,algumas nuvens,sem chuva,23,3,11,0,0
6305,High,38.0,37.6,76.0,LIGHT,15.0,1021.0,71.0,5.0,céu pouco nublado,sem chuva,16,3,4,0,0
6306,None_Existent,41.6,0.0,87.8,DARK,3.0,1026.0,100.0,2.0,algumas nuvens,sem chuva,6,2,2,0,0
6307,High,46.1,48.3,76.5,DARK,12.0,1013.0,81.0,3.0,nuvens dispersas,sem chuva,18,3,11,0,1
6308,Medium,32.2,31.2,82.2,LIGHT,14.0,1032.0,72.0,3.0,algumas nuvens,sem chuva,14,5,12,1,0
6309,Low,42.8,0.7,84.4,DARK,13.0,1025.0,100.0,1.0,sem observação,sem chuva,4,5,11,1,0
6310,Medium,39.6,22.9,71.0,LIGHT,12.0,1021.0,100.0,1.0,sem observação,sem chuva,16,1,12,0,0
6311,None_Existent,44.7,0.0,85.7,DARK,18.0,1023.0,100.0,2.0,sem observação,sem chuva,2,4,9,0,0
6312,None_Existent,41.3,1.2,86.0,DARK,16.0,1018.0,100.0,3.0,nuvens dispersas,sem chuva,3,3,8,0,0
6313,Very_High,47.4,43.4,75.3,LIGHT,17.0,1016.0,100.0,2.0,sem observação,sem chuva,7,1,7,0,1
6314,None_Existent,50.6,0.0,72.6,DARK,19.0,1024.0,64.0,3.0,sem observação,sem chuva,0,3,9,0,0
6315,Medium,36.8,44.7,90.4,LIGHT,20.0,1022.0,77.0,3.0,céu pouco nublado,sem chuva,11,6,8,1,0
6316,High,39.7,54.7,88.9,LIGHT,22.0,1019.0,88.0,2.0,nuvens quebradas,sem chuva,14,2,8,0,0
6317,Medium,35.9,37.1,88.5,LIGHT,28.0,1018.0,39.0,4.0,sem observação,sem chuva,16,5,9,1,0
6318,Medium,44.3,19.5,82.3,LOW_LIGHT,18.0,1014.0,100.0,5.0,nuvens quebradas,sem chuva,6,4,8,0,0
6319,Low,33.2,12.2,89.4,LIGHT,15.0,1031.0,87.0,2.0,céu claro,sem chuva,14,6,12,1,0
6320,High,45.5,45.0,84.0,LIGHT,21.0,1013.0,60.0,3.0,algumas nuvens,sem chuva,17,3,9,0,1
6321,Very_High,39.8,54.7,67.8,LIGHT,10.0,1026.0,93.0,3.0,nuvens dispersas,sem chuva,9,2,12,0,1
6322,High,47.8,13.7,85.9,DARK,18.0,1016.0,100.0,1.0,sem observação,sem chuva,21,0,7,0,0
6323,Low,34.5,14.5,86.8,LIGHT,27.0,1017.0,30.0,5.0,céu claro,sem chuva,9,0,8,0,1
6324,Medium,37.0,35.9,85.4,LIGHT,21.0,1018.0,68.0,4.0,sem observação,sem chuva,12,0,8,0,0
6325,None_Existent,43.4,1.2,82.2,DARK,18.0,1018.0,68.0,0.0,céu claro,sem chuva,23,1,9,0,0
