RowId,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_RAIN,Hour,DayOfWeek,Month,CLOUD_algumas nuvens,CLOUD_c̩u claro,CLOUD_c̩u limpo,CLOUD_c̩u pouco nublado,CLOUD_nublado,CLOUD_nuvens dispersas,CLOUD_nuvens quebradas,CLOUD_nuvens quebrados,CLOUD_sem observa̤̣o,CLOUD_tempo nublado
5978,47.0,3.4,84.0,0.0,8.0,1028.0,58.0,5.0,0,7,0,2,False,True,False,False,False,False,False,False,False,False
5979,39.9,4.4,85.4,2.0,23.0,1015.0,49.0,3.0,0,13,4,7,True,False,False,False,False,False,False,False,False,False
5980,34.9,39.2,86.4,2.0,23.0,1016.0,88.0,3.0,0,16,0,7,False,False,False,False,False,False,True,False,False,False
5981,40.8,0.0,75.8,0.0,17.0,1016.0,93.0,3.0,0,1,5,6,False,False,False,False,False,False,False,False,True,False
5982,37.3,0.0,88.3,0.0,7.0,1022.0,81.0,4.0,0,5,3,2,False,True,False,False,False,False,False,False,False,False
5983,42.6,0.0,83.4,0.0,20.0,1014.0,100.0,1.0,0,2,3,7,False,False,False,False,False,False,False,False,True,False
5984,43.5,73.5,87.9,2.0,16.0,1021.0,77.0,3.0,0,7,0,9,False,False,False,False,False,False,False,False,True,False
5985,39.6,50.9,87.8,2.0,14.0,1012.0,87.0,2.0,0,9,3,10,True,False,False,False,False,False,False,False,False,False
5986,43.3,6.0,85.7,0.0,16.0,1016.0,100.0,2.0,0,1,1,9,False,False,False,False,False,False,False,False,True,False
5987,42.0,0.0,73.5,0.0,13.0,1012.0,87.0,1.0,0,3,5,5,False,False,False,False,False,False,False,False,True,False
5988,37.4,2.9,65.5,0.0,15.0,1012.0,100.0,3.0,0,5,6,9,False,False,False,False,False,False,True,False,False,False
5989,39.9,0.0,83.9,0.0,12.0,1020.0,100.0,3.0,0,2,6,9,False,False,False,True,False,False,False,False,False,False
5990,41.5,0.0,75.6,0.0,12.0,1015.0,71.0,0.0,0,0,6,3,False,False,True,False,False,False,False,False,False,False
5991,38.5,5.7,73.4,0.0,8.0,1020.0,100.0,3.0,0,3,4,4,False,False,True,False,False,False,False,False,False,False
5992,39.2,0.0,91.4,0.0,7.0,1024.0,93.0,1.0,0,1,4,2,False,False,False,False,False,False,False,False,True,False
5993,37.9,30.4,79.4,2.0,15.0,1023.0,72.0,5.0,0,15,1,11,True,False,False,False,False,False,False,False,False,False
5994,39.1,22.1,86.4,2.0,22.0,1012.0,46.0,5.0,0,13,6,4,False,False,False,True,False,False,False,False,False,False
5995,39.5,44.0,90.5,2.0,14.0,1021.0,62.0,2.0,0,15,0,3,False,False,False,False,False,False,True,False,False,False
5996,46.0,115.6,72.5,2.0,10.0,1005.0,87.0,0.0,0,9,0,11,True,False,False,False,False,False,False,False,False,False
5997,42.8,45.5,70.0,1.0,6.0,1023.0,93.0,2.0,2,8,1,1,False,False,False,False,False,False,False,False,True,False
5998,38.9,129.5,83.3,2.0,21.0,1022.0,72.0,2.0,0,11,1,8,False,False,False,False,False,False,False,False,True,False
5999,34.5,2.1,85.9,0.0,8.0,1024.0,70.0,3.0,0,21,5,2,True,False,False,False,False,False,False,False,False,False
6000,44.8,0.0,89.5,0.0,19.0,1015.0,100.0,1.0,0,2,0,8,False,False,False,False,False,False,False,False,True,False
6001,45.0,173.1,72.7,2.0,17.0,1017.0,88.0,3.0,0,8,0,9,False,False,False,False,False,False,False,False,True,False
6002,35.3,111.3,76.0,2.0,14.0,1019.0,72.0,2.0,0,10,4,6,False,False,False,False,False,True,False,False,False,False
6003,36.1,18.5,82.9,0.0,13.0,1024.0,93.0,4.0,0,0,6,12,False,False,False,False,False,False,False,True,False,False
6004,48.4,160.3,74.2,2.0,14.0,1016.0,93.0,4.0,0,8,1,5,False,False,False,False,False,False,True,False,False,False
6005,37.5,2.9,65.1,1.0,19.0,1016.0,82.0,2.0,0,20,2,6,False,False,False,False,False,False,False,False,True,False
6006,42.4,38.3,81.3,2.0,24.0,1015.0,73.0,4.0,0,18,1,7,False,False,False,False,False,False,False,False,True,False
6007,43.3,4.1,83.4,2.0,18.0,1013.0,73.0,3.0,0,8,5,9,True,False,False,False,False,False,False,False,False,False
6008,42.4,7.1,86.6,2.0,14.0,1017.0,87.0,3.0,0,7,4,8,False,True,False,False,False,False,False,False,False,False
6009,33.6,49.0,76.1,2.0,23.0,1015.0,82.0,4.0,0,15,2,5,False,False,False,False,False,False,False,False,True,False
6010,50.3,1.9,72.1,0.0,17.0,1020.0,100.0,2.0,0,22,3,8,False,False,False,False,False,False,False,False,True,False
6011,39.4,0.0,88.1,2.0,18.0,1014.0,100.0,3.0,0,6,5,7,False,False,False,False,False,False,False,False,True,False
6012,41.8,0.0,74.3,0.0,15.0,1011.0,93.0,4.0,0,2,0,4,False,False,False,False,False,False,True,False,False,False
6013,42.6,0.0,86.5,2.0,16.0,1020.0,82.0,1.0,0,8,5,8,False,True,False,False,False,False,False,False,False,False
6014,40.9,37.2,92.0,2.0,27.0,1020.0,48.0,5.0,0,15,0,9,False,True,False,False,False,False,False,False,False,False
6015,43.7,6.0,84.8,0.0,15.0,1013.0,87.0,3.0,0,3,4,10,False,True,False,False,False,False,False,False,False,False
6016,37.3,6.8,63.8,0.0,15.0,1021.0,68.0,2.0,0,1,6,5,False,False,False,False,False,False,False,False,True,False
6017,40.4,24.2,87.4,2.0,27.0,1020.0,54.0,2.0,0,13,1,9,False,True,False,False,False,False,False,False,False,False
6018,42.5,3.0,87.4,0.0,25.0,1016.0,29.0,4.0,0,2,0,8,False,True,False,False,False,False,False,False,False,False
6019,39.6,0.0,79.4,0.0,14.0,1020.0,82.0,3.0,0,22,0,5,False,False,False,False,True,False,False,False,False,False
6020,41.5,0.0,75.5,1.0,9.0,1006.0,71.0,3.0,1,6,3,4,False,False,False,False,False,False,False,False,True,False
6021,37.0,14.4,91.2,2.0,29.0,1015.0,62.0,1.0,0,16,6,8,False,True,False,False,False,False,False,False,False,False
6022,34.9,7.4,74.6,1.0,18.0,1017.0,82.0,3.0,0,20,4,6,False,False,False,False,False,False,False,False,True,False
6023,36.6,3.9,77.0,0.0,14.0,1019.0,87.0,4.0,0,1,1,5,False,False,False,False,False,False,False,False,True,False
6024,41.9,0.0,76.0,0.0,8.0,1024.0,93.0,4.0,0,5,5,12,False,False,False,False,False,True,False,False,False,False
6025,38.7,56.7,84.6,2.0,28.0,1016.0,36.0,5.0,0,16,6,9,False,False,False,False,False,False,False,False,True,False
6026,37.9,12.8,79.5,2.0,20.0,1023.0,78.0,2.0,0,12,5,9,False,True,False,False,False,False,False,False,False,False
6027,41.8,115.1,78.7,2.0,26.0,1015.0,45.0,3.0,0,10,2,7,False,False,False,False,False,False,False,False,True,False
6028,37.7,4.1,90.0,1.0,11.0,1022.0,93.0,4.0,0,8,5,2,False,False,False,False,False,False,False,True,False,False
6029,42.8,0.0,82.1,0.0,17.0,1017.0,93.0,2.0,0,4,0,7,False,False,False,False,False,False,False,False,True,False
6030,45.6,60.1,75.8,2.0,15.0,1022.0,100.0,2.0,0,9,0,9,False,False,False,False,False,False,False,False,True,False
6031,37.5,36.2,82.2,0.0,12.0,1024.0,93.0,4.0,0,21,5,12,False,False,False,False,False,False,False,True,False,False
6032,48.0,0.0,90.3,0.0,16.0,1012.0,100.0,0.0,0,3,1,10,False,False,False,False,False,False,False,False,True,False
6033,35.3,16.2,75.1,0.0,17.0,1021.0,77.0,3.0,0,21,5,5,False,False,False,False,False,False,False,False,True,False
6034,42.0,85.8,74.4,2.0,13.0,1007.0,93.0,5.0,0,17,2,4,False,False,False,False,False,True,False,False,False,False
6035,37.4,4.6,53.9,2.0,18.0,1016.0,77.0,3.0,0,11,6,9,False,False,False,True,False,False,False,False,False,False
6036,46.8,34.1,80.7,0.0,17.0,1023.0,62.0,1.0,0,20,1,2,False,True,False,False,False,False,False,False,False,False
6037,43.1,2.8,82.1,0.0,12.0,1014.0,93.0,1.0,0,6,4,10,False,False,False,False,False,False,False,False,True,False
6038,42.3,0.0,74.6,0.0,13.0,1024.0,100.0,5.0,0,4,6,12,False,False,False,False,False,False,False,True,False,False
6039,35.1,100.0,80.6,2.0,23.0,1022.0,68.0,4.0,0,16,5,5,False,False,False,False,False,False,False,False,True,False
6040,34.4,69.8,74.1,2.0,16.0,1014.0,82.0,5.0,0,16,2,5,False,False,False,False,False,True,False,False,False,False
6041,43.4,14.2,86.2,2.0,13.0,1004.0,100.0,11.0,1,16,6,11,False,False,False,False,False,False,False,False,True,False
6042,37.3,34.2,92.7,2.0,19.0,1013.0,88.0,1.0,0,11,1,9,False,False,False,False,False,False,False,False,True,False
6043,39.3,1.0,71.3,0.0,12.0,1024.0,93.0,0.0,0,21,1,12,False,False,False,False,False,True,False,False,False,False
6044,45.5,0.0,87.6,0.0,14.0,1017.0,100.0,2.0,0,3,0,9,False,False,False,False,False,False,False,False,True,False
6045,41.7,3.5,87.8,2.0,21.0,1014.0,61.0,3.0,0,6,4,8,False,True,False,False,False,False,False,False,False,False
6046,41.5,0.0,88.4,0.0,5.0,1023.0,100.0,4.0,0,6,4,2,False,False,False,False,False,False,False,False,True,False
6047,34.5,38.9,86.8,2.0,21.0,1012.0,77.0,2.0,0,17,0,9,False,False,False,False,False,False,False,True,False,False
6048,42.2,32.2,86.6,2.0,16.0,1008.0,100.0,2.0,1,17,5,9,False,False,False,False,False,False,False,False,True,False
6049,45.3,24.3,92.3,2.0,18.0,1022.0,77.0,2.0,0,10,6,8,False,False,False,False,False,True,False,False,False,False
6050,40.9,44.8,77.9,2.0,20.0,1017.0,77.0,2.0,0,18,2,6,False,False,False,True,False,False,False,False,False,False
6051,37.7,43.4,89.8,2.0,10.0,1001.0,87.0,2.0,0,11,1,10,True,False,False,False,False,False,False,False,False,False
6052,35.0,7.6,71.4,0.0,13.0,1025.0,100.0,5.0,0,0,6,4,False,False,False,False,False,False,False,False,True,False
6053,43.3,0.0,70.9,0.0,14.0,1019.0,87.0,4.0,0,0,1,6,False,False,False,False,False,True,False,False,False,False
6054,42.4,5.2,86.6,0.0,17.0,1015.0,77.0,7.0,0,4,4,10,True,False,False,False,False,False,False,False,False,False
6055,33.2,36.7,85.8,2.0,23.0,1018.0,77.0,7.0,0,15,5,8,False,False,False,False,False,True,False,False,False,False
6056,47.8,0.0,74.7,0.0,18.0,1015.0,82.0,6.0,0,1,0,9,False,False,False,False,False,False,False,False,True,False
6057,34.8,2.0,65.9,0.0,16.0,1019.0,100.0,2.0,0,23,6,6,False,False,False,False,False,False,True,False,False,False
6058,46.5,2.5,72.0,0.0,8.0,1000.0,93.0,4.0,2,1,2,4,False,False,False,False,False,False,False,False,True,False
6059,44.6,9.1,74.2,0.0,20.0,1019.0,82.0,3.0,0,23,1,9,False,False,False,False,False,False,False,False,True,False
6060,46.8,136.4,81.1,2.0,15.0,1014.0,77.0,4.0,0,8,4,10,False,True,False,False,False,False,False,False,False,False
6061,44.6,17.3,79.7,0.0,17.0,1022.0,82.0,4.0,0,21,0,8,False,False,False,False,False,False,False,False,True,False
6062,38.1,1.2,76.8,0.0,11.0,1020.0,87.0,0.0,0,23,4,4,False,False,True,False,False,False,False,False,False,False
6063,38.3,2.6,80.3,0.0,10.0,997.0,87.0,5.0,2,2,4,2,False,False,False,False,False,False,False,False,True,False
6064,36.6,19.7,97.3,2.0,21.0,1026.0,37.0,4.0,0,14,4,2,False,True,False,False,False,False,False,False,False,False
6065,43.0,15.3,85.0,2.0,18.0,1016.0,93.0,3.0,0,8,3,7,False,False,False,False,False,False,False,True,False,False
6066,37.0,0.6,67.1,0.0,13.0,1015.0,93.0,2.0,0,0,4,4,False,False,True,False,False,False,False,False,False,False
6067,39.0,168.4,92.9,0.0,11.0,1012.0,50.0,6.0,0,18,6,10,True,False,False,False,False,False,False,False,False,False
6068,42.6,82.3,77.8,2.0,29.0,1016.0,48.0,3.0,0,15,0,9,False,False,False,False,False,False,False,False,True,False
6069,43.6,9.4,76.9,0.0,19.0,1017.0,88.0,1.0,0,4,2,8,False,False,False,False,False,False,False,False,True,False
6070,33.2,4.8,64.5,0.0,13.0,1020.0,87.0,2.0,0,0,6,6,False,False,False,False,False,False,False,False,True,False
6071,38.5,21.6,87.9,0.0,14.0,1020.0,71.0,4.0,0,21,5,10,False,True,False,False,False,False,False,False,False,False
6072,49.3,0.0,85.6,0.0,17.0,1020.0,77.0,0.0,0,1,0,10,False,True,False,False,False,False,False,False,False,False
6073,41.4,14.8,88.9,0.0,17.0,1020.0,93.0,2.0,0,0,4,8,False,False,False,False,False,False,False,False,True,False
6074,34.9,35.2,79.2,2.0,13.0,1000.0,71.0,4.0,2,16,1,4,False,False,False,False,False,False,False,False,True,False
6075,41.8,115.1,77.1,0.0,11.0,1032.0,93.0,0.0,0,19,5,12,False,True,False,False,False,False,False,False,False,False
6076,41.9,79.6,86.2,2.0,29.0,1019.0,39.0,6.0,0,17,4,9,False,False,False,False,False,False,False,False,True,False
6077,36.2,52.1,86.6,2.0,25.0,1019.0,60.0,3.0,0,10,2,9,False,False,False,False,False,False,False,False,True,False
6078,39.3,0.0,71.3,0.0,15.0,1013.0,77.0,4.0,0,22,4,11,False,True,False,False,False,False,False,False,False,False
6079,44.7,18.7,77.9,2.0,13.0,1017.0,93.0,8.0,2,14,2,1,False,False,False,False,False,False,False,False,True,False
6080,36.9,15.8,86.7,2.0,19.0,1022.0,60.0,2.0,0,9,4,8,False,True,False,False,False,False,False,False,False,False
6081,42.0,19.6,92.4,2.0,23.0,1018.0,93.0,2.0,0,13,0,9,False,False,False,False,False,True,False,False,False,False
6082,40.7,2.0,85.2,0.0,10.0,1010.0,93.0,2.0,0,22,6,11,True,False,False,False,False,False,False,False,False,False
6083,44.0,23.3,85.5,2.0,22.0,1020.0,53.0,3.0,0,15,0,10,False,True,False,False,False,False,False,False,False,False
6084,39.8,55.6,91.1,2.0,19.0,1017.0,82.0,6.0,0,19,0,8,False,True,False,False,False,False,False,False,False,False
6085,44.2,71.6,70.4,2.0,28.0,1019.0,53.0,2.0,0,18,4,5,False,False,False,False,False,False,False,False,True,False
6086,41.4,1.9,74.3,0.0,15.0,1017.0,87.0,4.0,0,20,6,5,False,False,False,False,False,False,True,False,False,False
6087,34.7,40.1,88.9,2.0,18.0,1017.0,93.0,2.0,0,9,1,8,False,False,False,False,False,False,False,False,True,False
6088,32.2,30.1,81.7,2.0,16.0,1019.0,100.0,0.0,0,10,0,4,False,False,False,False,False,False,False,False,True,False
6089,36.3,41.5,83.3,2.0,21.0,1019.0,40.0,5.0,0,10,4,9,False,False,False,False,False,False,False,False,True,False
6090,37.5,3.7,85.7,2.0,14.0,1021.0,100.0,1.0,0,8,2,8,False,False,False,False,False,False,False,False,True,False
6091,35.4,33.4,82.9,2.0,15.0,1012.0,72.0,5.0,1,12,3,4,False,False,False,False,False,False,False,False,True,False
6092,40.2,21.9,88.5,2.0,30.0,1016.0,52.0,2.0,0,17,5,8,False,True,False,False,False,False,False,False,False,False
6093,34.6,7.6,87.0,0.0,17.0,1016.0,100.0,5.0,0,1,5,7,False,False,False,False,False,False,False,False,True,False
6094,35.9,8.6,98.6,2.0,21.0,1016.0,83.0,2.0,0,10,6,7,False,False,False,False,False,False,True,False,False,False
6095,40.0,11.9,78.0,0.0,18.0,1019.0,100.0,3.0,0,21,4,8,False,False,False,True,False,False,False,False,False,False
6096,44.5,0.0,88.7,0.0,17.0,1015.0,100.0,3.0,0,5,4,7,False,False,False,False,False,False,False,True,False,False
6097,38.6,99.3,74.1,2.0,16.0,1017.0,72.0,3.0,0,19,4,6,False,False,False,True,False,False,False,False,False,False
6098,47.1,2.5,80.3,0.0,15.0,1017.0,100.0,1.0,0,4,3,9,False,False,False,False,False,False,False,False,True,False
6099,42.2,81.0,88.9,0.0,12.0,1029.0,87.0,3.0,0,19,3,2,False,False,False,True,False,False,False,False,False,False
6100,39.1,5.8,70.4,0.0,11.0,1015.0,81.0,2.0,0,23,6,5,False,False,False,False,False,False,False,False,True,False
6101,38.4,49.0,88.9,2.0,22.0,1018.0,56.0,2.0,0,11,6,10,False,True,False,False,False,False,False,False,False,False
6102,48.9,5.1,74.2,0.0,16.0,1017.0,100.0,10.0,0,0,6,9,False,False,False,False,False,False,False,False,True,False
6103,36.1,36.6,90.7,2.0,9.0,1023.0,93.0,5.0,0,10,4,2,False,False,False,False,False,False,False,True,False,False
6104,47.5,64.2,69.2,2.0,6.0,1021.0,87.0,1.0,0,8,1,12,False,True,False,False,False,False,False,False,False,False
6105,42.4,0.0,88.7,0.0,14.0,1019.0,100.0,0.0,0,5,3,9,False,False,False,False,False,False,False,False,True,False
6106,44.8,44.9,81.4,2.0,21.0,1016.0,68.0,3.0,0,18,4,7,True,False,False,False,False,False,False,False,False,False
6107,42.4,23.5,86.6,2.0,22.0,1018.0,60.0,4.0,0,18,4,8,False,True,False,False,False,False,False,False,False,False
6108,33.0,29.8,91.1,2.0,22.0,1015.0,93.0,2.0,0,11,4,7,False,False,False,False,False,False,False,False,True,False
6109,45.1,0.0,85.3,0.0,13.0,1019.0,42.0,0.0,0,2,3,10,False,True,False,False,False,False,False,False,False,False
6110,40.1,54.0,74.9,2.0,16.0,1012.0,100.0,7.0,1,15,3,5,False,False,False,False,False,False,False,False,True,False
6111,46.1,10.3,77.1,0.0,14.0,1020.0,100.0,3.0,0,2,1,9,False,False,False,False,False,True,False,False,False,False
6112,42.9,17.2,80.4,2.0,27.0,1018.0,48.0,2.0,0,13,6,9,False,False,False,True,False,False,False,False,False,False
6113,36.3,121.5,84.6,2.0,16.0,1016.0,51.0,4.0,0,10,2,6,False,False,False,False,False,False,False,False,True,False
6114,40.3,23.8,83.7,2.0,17.0,1015.0,100.0,7.0,0,9,4,7,False,False,False,False,False,False,False,False,True,False
6115,34.5,6.3,86.8,0.0,23.0,1012.0,56.0,3.0,0,20,4,9,False,True,False,False,False,False,False,False,False,False
6116,41.7,8.1,89.3,0.0,17.0,1018.0,88.0,2.0,0,22,4,8,False,True,False,False,False,False,False,False,False,False
6117,40.4,38.4,89.8,2.0,13.0,1008.0,62.0,2.0,0,15,0,10,False,False,False,False,False,False,False,True,False,False
6118,45.3,19.0,84.6,0.0,19.0,1017.0,88.0,1.0,0,21,0,8,False,False,False,False,False,False,False,True,False,False
6119,46.9,24.0,85.1,2.0,22.0,1019.0,82.0,3.0,0,11,5,8,False,False,False,False,False,False,False,False,True,False
6120,42.0,106.2,70.7,2.0,18.0,1012.0,93.0,4.0,0,8,2,7,False,False,False,False,False,False,True,False,False,False
6121,46.3,188.4,73.6,0.0,15.0,1000.0,87.0,0.0,1,17,6,11,False,False,False,False,False,False,False,False,True,False
6122,40.4,13.4,83.8,0.0,18.0,1021.0,93.0,3.0,0,20,2,9,True,False,False,False,False,False,False,False,False,False
6123,41.2,1.9,87.3,0.0,10.0,1023.0,50.0,5.0,0,1,4,2,False,True,False,False,False,False,False,False,False,False
6124,40.8,12.9,78.4,0.0,17.0,1019.0,88.0,2.0,0,19,6,10,True,False,False,False,False,False,False,False,False,False
6125,36.5,57.8,74.9,2.0,23.0,1016.0,64.0,3.0,0,15,1,6,False,False,False,True,False,False,False,False,False,False
6126,44.0,8.8,80.9,0.0,17.0,1017.0,59.0,2.0,0,18,6,10,False,True,False,False,False,False,False,False,False,False
6127,32.9,21.4,97.2,2.0,22.0,1015.0,94.0,5.0,0,13,5,7,False,False,False,False,False,True,False,False,False,False
6128,34.2,56.9,92.5,2.0,19.0,1020.0,77.0,6.0,0,17,2,8,False,True,False,False,False,False,False,False,False,False
6129,38.2,23.3,88.4,2.0,22.0,1016.0,31.0,5.0,0,13,0,10,False,True,False,False,False,False,False,False,False,False
6130,41.9,0.0,73.2,0.0,7.0,1028.0,93.0,1.0,0,5,5,4,False,False,False,False,False,False,False,False,True,False
6131,42.0,45.7,77.8,2.0,17.0,1016.0,100.0,2.0,0,9,1,7,False,False,False,False,False,False,False,False,True,False
6132,44.1,113.9,83.9,2.0,10.0,1025.0,71.0,3.0,0,8,1,2,False,True,False,False,False,False,False,False,False,False
6133,31.8,16.8,94.6,2.0,14.0,1021.0,71.0,7.0,0,15,5,2,False,False,False,False,False,False,False,False,False,True
6134,44.5,56.1,88.9,2.0,22.0,1021.0,43.0,4.0,0,10,0,10,False,True,False,False,False,False,False,False,False,False
6135,41.4,0.0,88.6,0.0,11.0,1020.0,76.0,2.0,1,5,0,3,False,False,False,False,False,False,False,False,True,False
6136,40.2,70.4,80.4,2.0,9.0,1028.0,100.0,3.0,0,9,4,3,False,False,False,False,False,False,False,False,True,False
6137,36.9,11.2,92.4,0.0,17.0,1016.0,100.0,1.0,0,1,6,7,False,False,False,True,False,False,False,False,False,False
6138,42.1,0.0,75.0,0.0,11.0,1018.0,71.0,9.0,0,1,3,11,False,False,False,False,False,False,False,True,False,False
6139,39.3,46.0,91.0,0.0,12.0,1025.0,87.0,1.0,0,18,3,2,False,False,False,False,False,True,False,False,False,False
6140,31.4,29.6,84.0,2.0,13.0,1003.0,100.0,6.0,1,12,3,1,False,False,False,False,False,False,False,False,True,False
6141,34.7,6.6,74.2,0.0,10.0,1003.0,81.0,4.0,0,21,2,4,False,False,False,True,False,False,False,False,False,False
6142,39.1,0.0,86.2,2.0,0.0,1029.0,87.0,1.0,0,9,6,2,False,False,False,False,False,False,False,True,False,False
6143,37.2,88.6,96.4,2.0,25.0,1014.0,78.0,2.0,0,16,2,7,False,False,False,True,False,False,False,False,False,False
6144,42.8,3.9,90.2,0.0,13.0,1019.0,100.0,1.0,0,6,0,10,False,False,False,False,False,False,False,False,True,False
6145,37.4,14.3,93.8,2.0,15.0,1019.0,93.0,1.0,0,9,3,8,False,True,False,False,False,False,False,False,False,False
6146,34.7,240.3,94.0,1.0,18.0,1029.0,52.0,0.0,0,18,5,2,False,True,False,False,False,False,False,False,False,False
6147,44.0,0.0,81.4,0.0,13.0,1016.0,100.0,0.0,0,1,5,10,True,False,False,False,False,False,False,False,False,False
6148,37.8,1.7,87.8,0.0,20.0,1017.0,77.0,4.0,0,23,4,10,False,True,False,False,False,False,False,False,False,False
6149,46.9,1.3,71.8,0.0,10.0,1010.0,87.0,7.0,2,5,3,11,False,False,False,False,False,False,False,False,True,False
6150,40.0,38.5,83.5,2.0,31.0,1019.0,34.0,2.0,0,15,1,9,False,False,False,False,False,False,False,False,True,False
6151,45.4,0.0,79.3,0.0,16.0,1017.0,100.0,1.0,1,5,0,9,False,False,False,False,False,False,False,False,True,False
6152,46.4,0.0,79.9,0.0,17.0,1014.0,72.0,0.0,0,5,5,9,False,True,False,False,False,False,False,False,False,False
6153,35.7,3.5,85.2,0.0,20.0,1016.0,93.0,2.0,0,0,2,7,False,False,False,False,False,False,False,False,True,False
6154,40.0,0.0,87.9,0.0,15.0,1019.0,100.0,0.0,0,4,2,9,False,True,False,False,False,False,False,False,False,False
6155,49.6,5.4,72.5,0.0,9.0,1020.0,93.0,2.0,0,6,6,1,True,False,False,False,False,False,False,False,False,False
6156,40.4,0.0,66.1,2.0,16.0,1017.0,93.0,1.0,0,8,6,6,False,False,False,True,False,False,False,False,False,False
6157,38.0,35.5,79.2,2.0,15.0,1020.0,71.0,7.0,0,16,2,11,False,False,False,False,False,True,False,False,False,False
6158,48.2,3.6,77.6,0.0,18.0,1023.0,72.0,2.0,0,0,4,9,False,False,False,False,False,False,False,False,True,False
6159,43.0,0.0,70.2,0.0,12.0,1016.0,76.0,6.0,0,23,3,5,False,False,False,False,False,False,True,False,False,False
6160,43.3,0.0,70.4,2.0,15.0,1017.0,100.0,1.0,0,7,6,6,False,False,False,False,False,False,False,False,True,False
6161,40.0,37.8,88.8,2.0,20.0,1018.0,64.0,3.0,0,10,4,8,False,True,False,False,False,False,False,False,False,False
6162,38.0,25.2,79.1,2.0,20.0,1013.0,64.0,2.0,0,15,4,11,False,True,False,False,False,False,False,False,False,False
6163,43.8,15.9,91.1,0.0,19.0,1015.0,82.0,2.0,0,21,1,8,False,True,False,False,False,False,False,False,False,False
6164,34.4,13.3,72.1,0.0,20.0,1018.0,72.0,0.0,0,22,5,6,False,False,False,False,False,False,False,False,True,False
6165,42.6,88.3,78.9,2.0,15.0,1025.0,51.0,4.0,0,10,1,2,False,True,False,False,False,False,False,False,False,False
6166,41.9,2.7,87.0,0.0,15.0,1020.0,82.0,2.0,0,3,0,10,False,True,False,False,False,False,False,False,False,False
6167,37.8,0.0,90.7,0.0,18.0,1017.0,93.0,1.0,0,0,4,7,False,False,False,False,False,False,False,False,True,False
6168,35.0,8.6,86.1,0.0,15.0,1014.0,87.0,6.0,0,20,2,10,False,False,False,False,False,False,False,True,False,False
6169,37.1,10.0,68.5,0.0,10.0,1016.0,87.0,1.0,1,5,5,5,False,False,False,False,False,False,False,False,True,False
6170,37.7,64.8,89.4,2.0,23.0,1013.0,64.0,4.0,0,12,5,10,False,True,False,False,False,False,False,False,False,False
6171,38.6,38.9,92.8,2.0,16.0,1015.0,100.0,2.0,0,8,2,7,False,False,False,False,True,False,False,False,False,False
6172,42.7,1.4,83.5,0.0,15.0,1022.0,87.0,2.0,0,23,3,8,False,True,False,False,False,False,False,False,False,False
6173,47.1,0.0,85.4,0.0,17.0,1016.0,93.0,0.0,0,2,4,7,False,False,False,False,False,False,False,True,False,False
6174,51.2,1.2,78.4,0.0,7.0,1013.0,75.0,3.0,0,5,5,2,True,False,False,False,False,False,False,False,False,False
6175,36.8,6.8,92.1,0.0,17.0,1013.0,100.0,8.0,0,4,4,7,False,False,False,False,False,False,False,False,True,False
6176,47.4,1.3,79.8,0.0,7.0,1016.0,100.0,1.0,0,5,2,1,False,False,False,False,False,False,False,True,False,False
6177,44.7,4.7,82.6,0.0,18.0,1018.0,82.0,2.0,0,21,4,8,False,True,False,False,False,False,False,False,False,False
6178,39.6,34.1,89.6,2.0,20.0,1021.0,64.0,5.0,0,14,2,8,True,False,False,False,False,False,False,False,False,False
6179,43.7,2.4,77.8,0.0,18.0,1019.0,88.0,1.0,0,6,6,9,False,False,False,False,False,False,False,False,True,False
6180,43.0,5.0,86.6,1.0,16.0,1017.0,100.0,1.0,0,6,4,7,False,False,False,False,False,False,False,False,True,False
6181,47.1,12.7,75.6,0.0,6.0,1021.0,93.0,0.0,0,7,1,12,False,True,False,False,False,False,False,False,False,False
6182,38.3,2.6,75.0,0.0,10.0,1010.0,93.0,3.0,2,0,3,11,False,False,False,False,False,False,False,False,True,False
6183,36.1,5.1,68.4,0.0,17.0,1019.0,87.0,7.0,0,21,6,5,False,False,False,False,False,False,False,False,True,False
6184,47.4,0.0,73.4,0.0,12.0,1018.0,100.0,5.0,1,5,3,1,False,False,False,False,False,False,False,False,True,False
6185,35.2,53.5,81.6,2.0,15.0,1016.0,67.0,5.0,0,15,5,5,False,False,False,False,False,True,False,False,False,False
6186,35.9,4.3,61.5,1.0,21.0,1017.0,82.0,2.0,0,20,0,7,False,False,False,False,False,False,False,False,True,False
6187,38.4,1.4,83.7,0.0,20.0,1021.0,72.0,4.0,0,20,0,9,False,True,False,False,False,False,False,False,False,False
6188,43.3,1.4,88.9,2.0,16.0,1018.0,100.0,1.0,0,9,6,8,False,False,False,False,False,False,False,False,True,False
6189,40.0,1.0,88.3,2.0,14.0,1017.0,100.0,1.0,0,8,5,9,False,False,False,False,False,False,False,False,True,False
6190,38.3,19.0,81.5,0.0,20.0,1020.0,77.0,1.0,0,19,6,9,False,False,False,False,False,False,True,False,False,False
